Ticket,Date,Timezone,Transaction,Details,Instrument,Price,Units,Direction,Spread Cost,Stop Loss,Take Profit,Trailing Stop,Financing,Commission,Conversion Rate,P/L,Amount,Balance
4,04/08/2020 04:44:59 PM,AST,MARKET_ORDER,CLIENT_ORDER,NZD/CAD,,2000,Buy,,,,,,,,,,
5,04/08/2020 04:44:59 PM,AST,ORDER_FILL,MARKET_ORDER,NZD/CAD,0.84304,2000,Buy,0.4600,,,,0.00000,0.0000,,0.00000,,2000.00
6,04/08/2020 04:44:59 PM,AST,STOP_LOSS_ORDER,ON_FILL,,0.83200,,,,,,,,,,,,
7,04/08/2020 04:44:59 PM,AST,TRADE_CLIENT_EXTENSIONS_MODIFY,,,,,,,,,,,,,,,
8,04/08/2020 04:59:43 PM,AST,MARKET_ORDER,CLIENT_ORDER,NZD/CAD,,2000,Buy,,,,,,,,,,
9,04/08/2020 04:59:43 PM,AST,ORDER_FILL,MARKET_ORDER,NZD/CAD,0.84213,2000,Buy,0.6700,,,,0.00000,0.0000,,0.00000,,2000.00
10,04/08/2020 04:59:43 PM,AST,STOP_LOSS_ORDER,ON_FILL,,0.83094,,,,,,,,,,,,
11,04/08/2020 04:59:43 PM,AST,TRADE_CLIENT_EXTENSIONS_MODIFY,,,,,,,,,,,,,,,
12,04/08/2020 05:00:00 PM,AST,DAILY_FINANCING,,,,,,,,,,-0.04800,,,,,1999.95
,04/08/2020 05:00:00 PM,AST,DAILY_FINANCING,TradeID: 5,NZD/CAD,,,,,,,,-0.02400,,,,,
,04/08/2020 05:00:00 PM,AST,DAILY_FINANCING,TradeID: 9,NZD/CAD,,,,,,,,-0.02400,,,,,
13,04/08/2020 05:00:26 PM,AST,MARKET_ORDER,CLIENT_ORDER,NZD/CAD,,2000,Buy,,,,,,,,,,
14,04/08/2020 05:00:26 PM,AST,ORDER_FILL,MARKET_ORDER,NZD/CAD,0.84288,2000,Buy,2.0000,,,,0.00000,0.0000,,0.00000,,1999.95
15,04/08/2020 05:00:26 PM,AST,STOP_LOSS_ORDER,ON_FILL,,0.83166,,,,,,,,,,,,
16,04/08/2020 05:00:34 PM,AST,TRADE_CLIENT_EXTENSIONS_MODIFY,,,,,,,,,,,,,,,
17,04/08/2020 05:02:33 PM,AST,MARKET_ORDER,CLIENT_ORDER,NZD/CAD,,2000,Buy,,,,,,,,,,
18,04/08/2020 05:02:33 PM,AST,ORDER_FILL,MARKET_ORDER,NZD/CAD,0.84362,2000,Buy,2.0000,,,,0.00000,0.0000,,0.00000,,1999.95
19,04/08/2020 05:02:33 PM,AST,STOP_LOSS_ORDER,ON_FILL,,0.83290,,,,,,,,,,,,
20,04/08/2020 05:02:33 PM,AST,TRADE_CLIENT_EXTENSIONS_MODIFY,,,,,,,,,,,,,,,
21,04/08/2020 05:13:19 PM,AST,MARKET_ORDER,CLIENT_ORDER,NZD/CAD,,2000,Buy,,,,,,,,,,
22,04/08/2020 05:13:19 PM,AST,ORDER_FILL,MARKET_ORDER,NZD/CAD,0.84265,2000,Buy,2.0000,,,,0.00000,0.0000,,0.00000,,1999.95
23,04/08/2020 05:13:19 PM,AST,STOP_LOSS_ORDER,ON_FILL,,0.83186,,,,,,,,,,,,
24,04/08/2020 05:13:19 PM,AST,TRADE_CLIENT_EXTENSIONS_MODIFY,,,,,,,,,,,,,,,
25,04/08/2020 05:22:22 PM,AST,MARKET_ORDER,CLIENT_ORDER,NZD/CAD,,2000,Buy,,,,,,,,,,
26,04/08/2020 05:22:22 PM,AST,ORDER_FILL,MARKET_ORDER,NZD/CAD,0.84275,2000,Buy,0.9000,,,,0.00000,0.0000,,0.00000,,1999.95
27,04/08/2020 05:22:22 PM,AST,STOP_LOSS_ORDER,ON_FILL,,0.83195,,,,,,,,,,,,
28,04/08/2020 05:22:22 PM,AST,TRADE_CLIENT_EXTENSIONS_MODIFY,,,,,,,,,,,,,,,
29,04/08/2020 05:28:34 PM,AST,MARKET_ORDER,CLIENT_ORDER,NZD/CAD,,2000,Buy,,,,,,,,,,
30,04/08/2020 05:28:34 PM,AST,ORDER_FILL,MARKET_ORDER,NZD/CAD,0.84282,2000,Buy,0.9500,,,,0.00000,0.0000,,0.00000,,1999.95
31,04/08/2020 05:28:34 PM,AST,STOP_LOSS_ORDER,ON_FILL,,0.83202,,,,,,,,,,,,
32,04/08/2020 05:28:34 PM,AST,TRADE_CLIENT_EXTENSIONS_MODIFY,,,,,,,,,,,,,,,
33,04/08/2020 05:37:41 PM,AST,MARKET_ORDER,CLIENT_ORDER,NZD/CAD,,2000,Buy,,,,,,,,,,
34,04/08/2020 05:37:41 PM,AST,ORDER_FILL,MARKET_ORDER,NZD/CAD,0.84275,2000,Buy,0.7500,,,,0.00000,0.0000,,0.00000,,1999.95
35,04/08/2020 05:37:41 PM,AST,STOP_LOSS_ORDER,ON_FILL,,0.83195,,,,,,,,,,,,
36,04/08/2020 05:37:41 PM,AST,TRADE_CLIENT_EXTENSIONS_MODIFY,,,,,,,,,,,,,,,
37,04/08/2020 05:39:42 PM,AST,MARKET_ORDER,CLIENT_ORDER,NZD/CAD,,2000,Buy,,,,,,,,,,
38,04/08/2020 05:39:42 PM,AST,ORDER_FILL,MARKET_ORDER,NZD/CAD,0.84296,2000,Buy,0.9000,,,,0.00000,0.0000,,0.00000,,1999.95
39,04/08/2020 05:39:42 PM,AST,STOP_LOSS_ORDER,ON_FILL,,0.83216,,,,,,,,,,,,
40,04/08/2020 05:39:42 PM,AST,TRADE_CLIENT_EXTENSIONS_MODIFY,,,,,,,,,,,,,,,
41,04/08/2020 05:41:13 PM,AST,MARKET_ORDER,CLIENT_ORDER,NZD/CAD,,2000,Buy,,,,,,,,,,
42,04/08/2020 05:41:13 PM,AST,ORDER_FILL,MARKET_ORDER,NZD/CAD,0.84302,2000,Buy,0.9700,,,,0.00000,0.0000,,0.00000,,1999.95
43,04/08/2020 05:41:13 PM,AST,STOP_LOSS_ORDER,ON_FILL,,0.83222,,,,,,,,,,,,
44,04/08/2020 05:41:13 PM,AST,TRADE_CLIENT_EXTENSIONS_MODIFY,,,,,,,,,,,,,,,
45,04/08/2020 05:41:18 PM,AST,MARKET_ORDER,CLIENT_ORDER,NZD/CAD,,2000,Buy,,,,,,,,,,
46,04/08/2020 05:41:18 PM,AST,ORDER_FILL,MARKET_ORDER,NZD/CAD,0.84297,2000,Buy,0.9200,,,,0.00000,0.0000,,0.00000,,1999.95
47,04/08/2020 05:41:18 PM,AST,STOP_LOSS_ORDER,ON_FILL,,0.83217,,,,,,,,,,,,
48,04/08/2020 05:41:18 PM,AST,TRADE_CLIENT_EXTENSIONS_MODIFY,,,,,,,,,,,,,,,
49,04/08/2020 05:51:44 PM,AST,MARKET_ORDER,CLIENT_ORDER,NZD/CAD,,2000,Buy,,,,,,,,,,
50,04/08/2020 05:51:44 PM,AST,ORDER_FILL,MARKET_ORDER,NZD/CAD,0.84290,2000,Buy,1.0400,,,,0.00000,0.0000,,0.00000,,1999.95
51,04/08/2020 05:51:44 PM,AST,STOP_LOSS_ORDER,ON_FILL,,0.83208,,,,,,,,,,,,
52,04/08/2020 05:51:44 PM,AST,TRADE_CLIENT_EXTENSIONS_MODIFY,,,,,,,,,,,,,,,
53,04/08/2020 06:06:09 PM,AST,MARKET_ORDER,CLIENT_ORDER,NZD/CAD,,2000,Buy,,,,,,,,,,
54,04/08/2020 06:06:09 PM,AST,ORDER_FILL,MARKET_ORDER,NZD/CAD,0.84260,2000,Buy,0.6400,,,,0.00000,0.0000,,0.00000,,1999.95
55,04/08/2020 06:06:09 PM,AST,STOP_LOSS_ORDER,ON_FILL,,0.83178,,,,,,,,,,,,
56,04/08/2020 06:06:09 PM,AST,TRADE_CLIENT_EXTENSIONS_MODIFY,,,,,,,,,,,,,,,
57,04/08/2020 06:10:31 PM,AST,MARKET_ORDER,CLIENT_ORDER,NZD/CAD,,2000,Buy,,,,,,,,,,
58,04/08/2020 06:10:31 PM,AST,ORDER_FILL,MARKET_ORDER,NZD/CAD,0.84250,2000,Buy,0.6300,,,,0.00000,0.0000,,0.00000,,1999.95
59,04/08/2020 06:10:31 PM,AST,STOP_LOSS_ORDER,ON_FILL,,0.83168,,,,,,,,,,,,
60,04/08/2020 06:10:31 PM,AST,TRADE_CLIENT_EXTENSIONS_MODIFY,,,,,,,,,,,,,,,
61,04/08/2020 06:22:59 PM,AST,MARKET_ORDER,CLIENT_ORDER,NZD/CAD,,2000,Buy,,,,,,,,,,
62,04/08/2020 06:22:59 PM,AST,ORDER_FILL,MARKET_ORDER,NZD/CAD,0.84272,2000,Buy,0.5800,,,,0.00000,0.0000,,0.00000,,1999.95
63,04/08/2020 06:22:59 PM,AST,STOP_LOSS_ORDER,ON_FILL,,0.83190,,,,,,,,,,,,
64,04/08/2020 06:22:59 PM,AST,TRADE_CLIENT_EXTENSIONS_MODIFY,,,,,,,,,,,,,,,
65,04/08/2020 06:36:41 PM,AST,MARKET_ORDER,CLIENT_ORDER,NZD/CAD,,2000,Buy,,,,,,,,,,
66,04/08/2020 06:36:41 PM,AST,ORDER_FILL,MARKET_ORDER,NZD/CAD,0.84323,2000,Buy,0.5200,,,,0.00000,0.0000,,0.00000,,1999.95
67,04/08/2020 06:36:41 PM,AST,STOP_LOSS_ORDER,ON_FILL,,0.83241,,,,,,,,,,,,
68,04/08/2020 06:36:41 PM,AST,TRADE_CLIENT_EXTENSIONS_MODIFY,,,,,,,,,,,,,,,
69,04/08/2020 06:38:59 PM,AST,MARKET_ORDER,CLIENT_ORDER,NZD/CAD,,2000,Buy,,,,,,,,,,
70,04/08/2020 06:38:59 PM,AST,ORDER_FILL,MARKET_ORDER,NZD/CAD,0.84345,2000,Buy,0.6200,,,,0.00000,0.0000,,0.00000,,1999.95
71,04/08/2020 06:38:59 PM,AST,STOP_LOSS_ORDER,ON_FILL,,0.83261,,,,,,,,,,,,
72,04/08/2020 06:38:59 PM,AST,TRADE_CLIENT_EXTENSIONS_MODIFY,,,,,,,,,,,,,,,
73,04/08/2020 06:53:01 PM,AST,MARKET_ORDER,CLIENT_ORDER,NZD/CAD,,2000,Buy,,,,,,,,,,
74,04/08/2020 06:53:01 PM,AST,ORDER_FILL,MARKET_ORDER,NZD/CAD,0.84341,2000,Buy,0.5800,,,,0.00000,0.0000,,0.00000,,1999.95
75,04/08/2020 06:53:01 PM,AST,STOP_LOSS_ORDER,ON_FILL,,0.83256,,,,,,,,,,,,
76,04/08/2020 06:53:01 PM,AST,TRADE_CLIENT_EXTENSIONS_MODIFY,,,,,,,,,,,,,,,
77,04/08/2020 07:04:35 PM,AST,MARKET_ORDER,CLIENT_ORDER,NZD/CAD,,2000,Buy,,,,,,,,,,
78,04/08/2020 07:04:35 PM,AST,ORDER_FILL,MARKET_ORDER,NZD/CAD,0.84302,2000,Buy,0.5000,,,,0.00000,0.0000,,0.00000,,1999.95
79,04/08/2020 07:04:35 PM,AST,STOP_LOSS_ORDER,ON_FILL,,0.83214,,,,,,,,,,,,
80,04/08/2020 07:04:35 PM,AST,TRADE_CLIENT_EXTENSIONS_MODIFY,,,,,,,,,,,,,,,
81,04/08/2020 07:12:32 PM,AST,MARKET_ORDER,CLIENT_ORDER,NZD/CAD,,2000,Buy,,,,,,,,,,
82,04/08/2020 07:12:32 PM,AST,ORDER_FILL,MARKET_ORDER,NZD/CAD,0.84289,2000,Buy,0.5000,,,,0.00000,0.0000,,0.00000,,1999.95
83,04/08/2020 07:12:32 PM,AST,STOP_LOSS_ORDER,ON_FILL,,0.83201,,,,,,,,,,,,
84,04/08/2020 07:12:32 PM,AST,TRADE_CLIENT_EXTENSIONS_MODIFY,,,,,,,,,,,,,,,
85,04/08/2020 07:23:25 PM,AST,MARKET_ORDER,CLIENT_ORDER,NZD/CAD,,2000,Buy,,,,,,,,,,
86,04/08/2020 07:23:25 PM,AST,ORDER_FILL,MARKET_ORDER,NZD/CAD,0.84322,2000,Buy,0.4600,,,,0.00000,0.0000,,0.00000,,1999.95
87,04/08/2020 07:23:25 PM,AST,STOP_LOSS_ORDER,ON_FILL,,0.83234,,,,,,,,,,,,
88,04/08/2020 07:23:25 PM,AST,TRADE_CLIENT_EXTENSIONS_MODIFY,,,,,,,,,,,,,,,
89,04/08/2020 07:26:42 PM,AST,MARKET_ORDER,CLIENT_ORDER,NZD/CAD,,2000,Buy,,,,,,,,,,
90,04/08/2020 07:26:42 PM,AST,ORDER_FILL,MARKET_ORDER,NZD/CAD,0.84305,2000,Buy,0.5000,,,,0.00000,0.0000,,0.00000,,1999.95
91,04/08/2020 07:26:42 PM,AST,STOP_LOSS_ORDER,ON_FILL,,0.83217,,,,,,,,,,,,
92,04/08/2020 07:26:42 PM,AST,TRADE_CLIENT_EXTENSIONS_MODIFY,,,,,,,,,,,,,,,
93,04/08/2020 07:28:02 PM,AST,MARKET_ORDER,CLIENT_ORDER,NZD/CAD,,2000,Buy,,,,,,,,,,
94,04/08/2020 07:28:02 PM,AST,ORDER_FILL,MARKET_ORDER,NZD/CAD,0.84304,2000,Buy,0.4900,,,,0.00000,0.0000,,0.00000,,1999.95
95,04/08/2020 07:28:02 PM,AST,STOP_LOSS_ORDER,ON_FILL,,0.83216,,,,,,,,,,,,
96,04/08/2020 07:28:02 PM,AST,TRADE_CLIENT_EXTENSIONS_MODIFY,,,,,,,,,,,,,,,
97,04/08/2020 07:39:19 PM,AST,MARKET_ORDER,CLIENT_ORDER,NZD/CAD,,2000,Buy,,,,,,,,,,
98,04/08/2020 07:39:19 PM,AST,ORDER_FILL,MARKET_ORDER,NZD/CAD,0.84304,2000,Buy,0.5000,,,,0.00000,0.0000,,0.00000,,1999.95
99,04/08/2020 07:39:19 PM,AST,STOP_LOSS_ORDER,ON_FILL,,0.83216,,,,,,,,,,,,
100,04/08/2020 07:39:19 PM,AST,TRADE_CLIENT_EXTENSIONS_MODIFY,,,,,,,,,,,,,,,
101,04/08/2020 07:48:05 PM,AST,MARKET_ORDER,CLIENT_ORDER,NZD/CAD,,2000,Buy,,,,,,,,,,
102,04/08/2020 07:48:05 PM,AST,ORDER_FILL,MARKET_ORDER,NZD/CAD,0.84296,2000,Buy,0.4300,,,,0.00000,0.0000,,0.00000,,1999.95
103,04/08/2020 07:48:05 PM,AST,STOP_LOSS_ORDER,ON_FILL,,0.83208,,,,,,,,,,,,
104,04/08/2020 07:48:05 PM,AST,TRADE_CLIENT_EXTENSIONS_MODIFY,,,,,,,,,,,,,,,
105,04/08/2020 07:56:03 PM,AST,MARKET_ORDER,CLIENT_ORDER,NZD/CAD,,2000,Buy,,,,,,,,,,
106,04/08/2020 07:56:03 PM,AST,ORDER_FILL,MARKET_ORDER,NZD/CAD,0.84269,2000,Buy,0.4500,,,,0.00000,0.0000,,0.00000,,1999.95
107,04/08/2020 07:56:03 PM,AST,STOP_LOSS_ORDER,ON_FILL,,0.83181,,,,,,,,,,,,
108,04/08/2020 07:56:03 PM,AST,TRADE_CLIENT_EXTENSIONS_MODIFY,,,,,,,,,,,,,,,
109,04/08/2020 08:06:01 PM,AST,MARKET_ORDER,CLIENT_ORDER,NZD/CAD,,2000,Buy,,,,,,,,,,
110,04/08/2020 08:06:01 PM,AST,ORDER_FILL,MARKET_ORDER,NZD/CAD,0.84304,2000,Buy,0.4400,,,,0.00000,0.0000,,0.00000,,1999.95
111,04/08/2020 08:06:01 PM,AST,STOP_LOSS_ORDER,ON_FILL,,0.83263,,,,,,,,,,,,
112,04/08/2020 08:06:01 PM,AST,TRADE_CLIENT_EXTENSIONS_MODIFY,,,,,,,,,,,,,,,
113,04/08/2020 08:18:00 PM,AST,MARKET_ORDER,CLIENT_ORDER,NZD/CAD,,2000,Buy,,,,,,,,,,
114,04/08/2020 08:18:00 PM,AST,ORDER_FILL,MARKET_ORDER,NZD/CAD,0.84350,2000,Buy,0.3800,,,,0.00000,0.0000,,0.00000,,1999.95
115,04/08/2020 08:18:00 PM,AST,STOP_LOSS_ORDER,ON_FILL,,0.83299,,,,,,,,,,,,
116,04/08/2020 08:18:00 PM,AST,TRADE_CLIENT_EXTENSIONS_MODIFY,,,,,,,,,,,,,,,
117,04/09/2020 07:25:24 AM,AST,MARKET_ORDER,TRADE_CLOSE,NZD/CAD,,2000,Sell,,,,,,,,,,
118,04/09/2020 07:25:24 AM,AST,ORDER_FILL,MARKET_ORDER_TRADE_CLOSE,NZD/CAD,0.84317,2000,Sell,0.4100,,,,0.00000,0.0000,1,2.08000,,2002.03
119,04/09/2020 07:25:24 AM,AST,ORDER_CANCEL,LINKED_TRADE_CLOSED,,,,,,,,,,,,,,
120,04/09/2020 07:44:33 AM,AST,MARKET_ORDER,TRADE_CLOSE,NZD/CAD,,2000,Sell,,,,,,,,,,
121,04/09/2020 07:44:33 AM,AST,ORDER_FILL,MARKET_ORDER_TRADE_CLOSE,NZD/CAD,0.84352,2000,Sell,0.4600,,,,0.00000,0.0000,1,2.04000,,2004.07
122,04/09/2020 07:44:33 AM,AST,ORDER_CANCEL,LINKED_TRADE_CLOSED,,,,,,,,,,,,,,
123,04/09/2020 08:34:23 AM,AST,MARKET_ORDER,TRADE_CLOSE,NZD/CAD,,2000,Sell,,,,,,,,,,
124,04/09/2020 08:34:23 AM,AST,ORDER_FILL,MARKET_ORDER_TRADE_CLOSE,NZD/CAD,0.84365,2000,Sell,0.5000,,,,0.00000,0.0000,1,2.10000,,2006.17
125,04/09/2020 08:34:23 AM,AST,ORDER_CANCEL,LINKED_TRADE_CLOSED,,,,,,,,,,,,,,
126,04/09/2020 08:34:24 AM,AST,MARKET_ORDER,TRADE_CLOSE,NZD/CAD,,2000,Sell,,,,,,,,,,
127,04/09/2020 08:34:24 AM,AST,ORDER_FILL,MARKET_ORDER_TRADE_CLOSE,NZD/CAD,0.84366,2000,Sell,0.4700,,,,0.00000,0.0000,1,2.02000,,2008.19
128,04/09/2020 08:34:24 AM,AST,ORDER_CANCEL,LINKED_TRADE_CLOSED,,,,,,,,,,,,,,
129,04/09/2020 08:36:23 AM,AST,MARKET_ORDER,TRADE_CLOSE,NZD/CAD,,2000,Sell,,,,,,,,,,
130,04/09/2020 08:36:23 AM,AST,ORDER_FILL,MARKET_ORDER_TRADE_CLOSE,NZD/CAD,0.84370,2000,Sell,0.4000,,,,0.00000,0.0000,1,2.02000,,2010.21
131,04/09/2020 08:36:23 AM,AST,ORDER_CANCEL,LINKED_TRADE_CLOSED,,,,,,,,,,,,,,
132,04/09/2020 08:42:13 AM,AST,MARKET_ORDER,TRADE_CLOSE,NZD/CAD,,2000,Sell,,,,,,,,,,
133,04/09/2020 08:42:13 AM,AST,ORDER_FILL,MARKET_ORDER_TRADE_CLOSE,NZD/CAD,0.84378,2000,Sell,0.4300,,,,0.00000,0.0000,1,2.12000,,2012.33
134,04/09/2020 08:42:13 AM,AST,ORDER_CANCEL,LINKED_TRADE_CLOSED,,,,,,,,,,,,,,
135,04/09/2020 08:42:13 AM,AST,MARKET_ORDER,TRADE_CLOSE,NZD/CAD,,2000,Sell,,,,,,,,,,
136,04/09/2020 08:42:13 AM,AST,ORDER_FILL,MARKET_ORDER_TRADE_CLOSE,NZD/CAD,0.84380,2000,Sell,0.4300,,,,0.00000,0.0000,1,2.10000,,2014.43
137,04/09/2020 08:42:13 AM,AST,ORDER_CANCEL,LINKED_TRADE_CLOSED,,,,,,,,,,,,,,
138,04/09/2020 08:42:14 AM,AST,MARKET_ORDER,TRADE_CLOSE,NZD/CAD,,2000,Sell,,,,,,,,,,
139,04/09/2020 08:42:14 AM,AST,ORDER_FILL,MARKET_ORDER_TRADE_CLOSE,NZD/CAD,0.84380,2000,Sell,0.4300,,,,0.00000,0.0000,1,2.10000,,2016.53
140,04/09/2020 08:42:14 AM,AST,ORDER_CANCEL,LINKED_TRADE_CLOSED,,,,,,,,,,,,,,
141,04/09/2020 08:46:53 AM,AST,MARKET_ORDER,TRADE_CLOSE,NZD/CAD,,2000,Sell,,,,,,,,,,
142,04/09/2020 08:46:53 AM,AST,ORDER_FILL,MARKET_ORDER_TRADE_CLOSE,NZD/CAD,0.84384,2000,Sell,0.4300,,,,0.00000,0.0000,1,2.04000,,2018.57
143,04/09/2020 08:46:53 AM,AST,ORDER_CANCEL,LINKED_TRADE_CLOSED,,,,,,,,,,,,,,
144,04/09/2020 08:47:13 AM,AST,MARKET_ORDER,TRADE_CLOSE,NZD/CAD,,2000,Sell,,,,,,,,,,
145,04/09/2020 08:47:13 AM,AST,ORDER_FILL,MARKET_ORDER_TRADE_CLOSE,NZD/CAD,0.84400,2000,Sell,0.4000,,,,0.00000,0.0000,1,2.08000,,2020.65
146,04/09/2020 08:47:13 AM,AST,ORDER_CANCEL,LINKED_TRADE_CLOSED,,,,,,,,,,,,,,
147,04/09/2020 08:47:13 AM,AST,MARKET_ORDER,TRADE_CLOSE,NZD/CAD,,2000,Sell,,,,,,,,,,
148,04/09/2020 08:47:13 AM,AST,ORDER_FILL,MARKET_ORDER_TRADE_CLOSE,NZD/CAD,0.84400,2000,Sell,0.4000,,,,0.00000,0.0000,1,2.22000,,2022.87
149,04/09/2020 08:47:13 AM,AST,ORDER_CANCEL,LINKED_TRADE_CLOSED,,,,,,,,,,,,,,
150,04/09/2020 08:47:13 AM,AST,MARKET_ORDER,TRADE_CLOSE,NZD/CAD,,2000,Sell,,,,,,,,,,
151,04/09/2020 08:47:13 AM,AST,ORDER_FILL,MARKET_ORDER_TRADE_CLOSE,NZD/CAD,0.84399,2000,Sell,0.3800,,,,0.00000,0.0000,1,2.18000,,2025.05
152,04/09/2020 08:47:13 AM,AST,ORDER_CANCEL,LINKED_TRADE_CLOSED,,,,,,,,,,,,,,
153,04/09/2020 08:47:13 AM,AST,MARKET_ORDER,TRADE_CLOSE,NZD/CAD,,2000,Sell,,,,,,,,,,
154,04/09/2020 08:47:13 AM,AST,ORDER_FILL,MARKET_ORDER_TRADE_CLOSE,NZD/CAD,0.84394,2000,Sell,0.4500,,,,0.00000,0.0000,1,2.12000,,2027.17
155,04/09/2020 08:47:13 AM,AST,ORDER_CANCEL,LINKED_TRADE_CLOSED,,,,,,,,,,,,,,
156,04/09/2020 08:47:43 AM,AST,MARKET_ORDER,TRADE_CLOSE,NZD/CAD,,2000,Sell,,,,,,,,,,
157,04/09/2020 08:47:43 AM,AST,ORDER_FILL,MARKET_ORDER_TRADE_CLOSE,NZD/CAD,0.84397,2000,Sell,0.4300,,,,0.00000,0.0000,1,2.02000,,2029.19
158,04/09/2020 08:47:43 AM,AST,ORDER_CANCEL,LINKED_TRADE_CLOSED,,,,,,,,,,,,,,
159,04/09/2020 08:47:53 AM,AST,MARKET_ORDER,TRADE_CLOSE,NZD/CAD,,2000,Sell,,,,,,,,,,
160,04/09/2020 08:47:53 AM,AST,ORDER_FILL,MARKET_ORDER_TRADE_CLOSE,NZD/CAD,0.84406,2000,Sell,0.4600,,,,0.00000,0.0000,1,2.04000,,2031.23
161,04/09/2020 08:47:53 AM,AST,ORDER_CANCEL,LINKED_TRADE_CLOSED,,,,,,,,,,,,,,
162,04/09/2020 08:47:53 AM,AST,MARKET_ORDER,TRADE_CLOSE,NZD/CAD,,2000,Sell,,,,,,,,,,
163,04/09/2020 08:47:53 AM,AST,ORDER_FILL,MARKET_ORDER_TRADE_CLOSE,NZD/CAD,0.84406,2000,Sell,0.4600,,,,0.00000,0.0000,1,2.04000,,2033.27
164,04/09/2020 08:47:53 AM,AST,ORDER_CANCEL,LINKED_TRADE_CLOSED,,,,,,,,,,,,,,
165,04/09/2020 08:47:53 AM,AST,MARKET_ORDER,TRADE_CLOSE,NZD/CAD,,2000,Sell,,,,,,,,,,
166,04/09/2020 08:47:53 AM,AST,ORDER_FILL,MARKET_ORDER_TRADE_CLOSE,NZD/CAD,0.84406,2000,Sell,0.4600,,,,0.00000,0.0000,1,2.04000,,2035.31
167,04/09/2020 08:47:53 AM,AST,ORDER_CANCEL,LINKED_TRADE_CLOSED,,,,,,,,,,,,,,
168,04/09/2020 08:47:53 AM,AST,MARKET_ORDER,TRADE_CLOSE,NZD/CAD,,2000,Sell,,,,,,,,,,
169,04/09/2020 08:47:53 AM,AST,ORDER_FILL,MARKET_ORDER_TRADE_CLOSE,NZD/CAD,0.84406,2000,Sell,0.4600,,,,0.00000,0.0000,1,2.02000,,2037.33
170,04/09/2020 08:47:53 AM,AST,ORDER_CANCEL,LINKED_TRADE_CLOSED,,,,,,,,,,,,,,
171,04/09/2020 08:47:53 AM,AST,MARKET_ORDER,TRADE_CLOSE,NZD/CAD,,2000,Sell,,,,,,,,,,
172,04/09/2020 08:47:53 AM,AST,ORDER_FILL,MARKET_ORDER_TRADE_CLOSE,NZD/CAD,0.84402,2000,Sell,0.4400,,,,0.00000,0.0000,1,2.10000,,2039.43
173,04/09/2020 08:47:53 AM,AST,ORDER_CANCEL,LINKED_TRADE_CLOSED,,,,,,,,,,,,,,
