Ticket,Date,Timezone,Transaction,Details,Instrument,Price,Units,Direction,Spread Cost,Stop Loss,Take Profit,Trailing Stop,Financing,Commission,Conversion Rate,P/L,Amount,Balance
174,04/09/2020 08:48:23 AM,AST,MARKET_ORDER,TRADE_CLOSE,NZD/CAD,,2000,Sell,,,,,,,,,,
175,04/09/2020 08:48:23 AM,AST,ORDER_FILL,MARKET_ORDER_TRADE_CLOSE,NZD/CAD,0.84409,2000,Sell,0.4300,,,,0.00000,0.0000,1,2.14000,,2041.57
176,04/09/2020 08:48:23 AM,AST,ORDER_CANCEL,LINKED_TRADE_CLOSED,,,,,,,,,,,,,,
177,04/09/2020 08:48:23 AM,AST,MARKET_ORDER,TRADE_CLOSE,NZD/CAD,,2000,Sell,,,,,,,,,,
178,04/09/2020 08:48:23 AM,AST,ORDER_FILL,MARKET_ORDER_TRADE_CLOSE,NZD/CAD,0.84409,2000,Sell,0.4300,,,,0.00000,0.0000,1,2.14000,,2043.71
179,04/09/2020 08:48:23 AM,AST,ORDER_CANCEL,LINKED_TRADE_CLOSED,,,,,,,,,,,,,,
180,04/09/2020 08:48:23 AM,AST,MARKET_ORDER,TRADE_CLOSE,NZD/CAD,,2000,Sell,,,,,,,,,,
181,04/09/2020 08:48:23 AM,AST,ORDER_FILL,MARKET_ORDER_TRADE_CLOSE,NZD/CAD,0.84409,2000,Sell,0.4300,,,,0.00000,0.0000,1,2.10000,,2045.81
182,04/09/2020 08:48:23 AM,AST,ORDER_CANCEL,LINKED_TRADE_CLOSED,,,,,,,,,,,,,,
183,04/09/2020 08:48:43 AM,AST,MARKET_ORDER,TRADE_CLOSE,NZD/CAD,,2000,Sell,,,,,,,,,,
184,04/09/2020 08:48:43 AM,AST,ORDER_FILL,MARKET_ORDER_TRADE_CLOSE,NZD/CAD,0.84426,2000,Sell,0.3800,,,,0.00000,0.0000,1,2.08000,,2047.89
185,04/09/2020 08:48:43 AM,AST,ORDER_CANCEL,LINKED_TRADE_CLOSED,,,,,,,,,,,,,,
186,04/09/2020 08:48:43 AM,AST,MARKET_ORDER,TRADE_CLOSE,NZD/CAD,,2000,Sell,,,,,,,,,,
187,04/09/2020 08:48:43 AM,AST,ORDER_FILL,MARKET_ORDER_TRADE_CLOSE,NZD/CAD,0.84426,2000,Sell,0.3900,,,,0.00000,0.0000,1,2.06000,,2049.95
188,04/09/2020 08:48:43 AM,AST,ORDER_CANCEL,LINKED_TRADE_CLOSED,,,,,,,,,,,,,,
189,04/09/2020 08:49:13 AM,AST,MARKET_ORDER,TRADE_CLOSE,NZD/CAD,,2000,Sell,,,,,,,,,,
190,04/09/2020 08:49:13 AM,AST,ORDER_FILL,MARKET_ORDER_TRADE_CLOSE,NZD/CAD,0.84451,2000,Sell,0.3900,,,,0.00000,0.0000,1,2.02000,,2051.97
191,04/09/2020 08:49:13 AM,AST,ORDER_CANCEL,LINKED_TRADE_CLOSED,,,,,,,,,,,,,,
192,04/09/2020 08:49:13 AM,AST,MARKET_ORDER,TRADE_CLOSE,NZD/CAD,,2000,Sell,,,,,,,,,,
193,04/09/2020 08:49:13 AM,AST,ORDER_FILL,MARKET_ORDER_TRADE_CLOSE,NZD/CAD,0.84451,2000,Sell,0.3900,,,,0.00000,0.0000,1,2.20000,,2054.17
194,04/09/2020 08:49:13 AM,AST,ORDER_CANCEL,LINKED_TRADE_CLOSED,,,,,,,,,,,,,,
195,04/09/2020 08:49:13 AM,AST,MARKET_ORDER,TRADE_CLOSE,NZD/CAD,,2000,Sell,,,,,,,,,,
196,04/09/2020 08:49:13 AM,AST,ORDER_FILL,MARKET_ORDER_TRADE_CLOSE,NZD/CAD,0.84451,2000,Sell,0.3900,,,,0.00000,0.0000,1,2.12000,,2056.29
197,04/09/2020 08:49:13 AM,AST,ORDER_CANCEL,LINKED_TRADE_CLOSED,,,,,,,,,,,,,,
198,04/09/2020 08:49:23 AM,AST,MARKET_ORDER,TRADE_CLOSE,NZD/CAD,,2000,Sell,,,,,,,,,,
199,04/09/2020 08:49:23 AM,AST,ORDER_FILL,MARKET_ORDER_TRADE_CLOSE,NZD/CAD,0.84466,2000,Sell,0.4400,,,,0.00000,0.0000,1,2.08000,,2058.37
200,04/09/2020 08:49:23 AM,AST,ORDER_CANCEL,LINKED_TRADE_CLOSED,,,,,,,,,,,,,,
201,04/09/2020 09:28:23 AM,AST,MARKET_ORDER,CLIENT_ORDER,NZD/CAD,,2000,Buy,,,,,,,,,,
202,04/09/2020 09:28:23 AM,AST,ORDER_FILL,MARKET_ORDER,NZD/CAD,0.84608,2000,Buy,0.3600,,,,0.00000,0.0000,,0.00000,,2058.37
203,04/09/2020 09:28:23 AM,AST,STOP_LOSS_ORDER,ON_FILL,,0.83515,,,,,,,,,,,,
204,04/09/2020 09:28:23 AM,AST,TRADE_CLIENT_EXTENSIONS_MODIFY,,,,,,,,,,,,,,,
205,04/09/2020 09:43:04 AM,AST,MARKET_ORDER,CLIENT_ORDER,NZD/CAD,,2000,Buy,,,,,,,,,,
206,04/09/2020 09:43:04 AM,AST,ORDER_FILL,MARKET_ORDER,NZD/CAD,0.84702,2000,Buy,0.3700,,,,0.00000,0.0000,,0.00000,,2058.37
207,04/09/2020 09:43:04 AM,AST,STOP_LOSS_ORDER,ON_FILL,,0.83607,,,,,,,,,,,,
208,04/09/2020 09:43:04 AM,AST,TRADE_CLIENT_EXTENSIONS_MODIFY,,,,,,,,,,,,,,,
209,04/09/2020 09:46:32 AM,AST,MARKET_ORDER,TRADE_CLOSE,NZD/CAD,,2000,Sell,,,,,,,,,,
210,04/09/2020 09:46:32 AM,AST,ORDER_FILL,MARKET_ORDER_TRADE_CLOSE,NZD/CAD,0.84722,2000,Sell,0.4500,,,,0.00000,0.0000,1,2.28000,,2060.65
211,04/09/2020 09:46:32 AM,AST,ORDER_CANCEL,LINKED_TRADE_CLOSED,,,,,,,,,,,,,,
212,04/09/2020 09:46:51 AM,AST,MARKET_ORDER,CLIENT_ORDER,NZD/CAD,,2000,Buy,,,,,,,,,,
213,04/09/2020 09:46:51 AM,AST,ORDER_FILL,MARKET_ORDER,NZD/CAD,0.84736,2000,Buy,0.4500,,,,0.00000,0.0000,,0.00000,,2060.65
214,04/09/2020 09:46:51 AM,AST,STOP_LOSS_ORDER,ON_FILL,,0.83636,,,,,,,,,,,,
215,04/09/2020 09:46:51 AM,AST,TRADE_CLIENT_EXTENSIONS_MODIFY,,,,,,,,,,,,,,,
216,04/09/2020 09:48:31 AM,AST,MARKET_ORDER,CLIENT_ORDER,NZD/CAD,,2000,Buy,,,,,,,,,,
217,04/09/2020 09:48:31 AM,AST,ORDER_FILL,MARKET_ORDER,NZD/CAD,0.84690,2000,Buy,0.4200,,,,0.00000,0.0000,,0.00000,,2060.65
218,04/09/2020 09:48:31 AM,AST,STOP_LOSS_ORDER,ON_FILL,,0.83590,,,,,,,,,,,,
219,04/09/2020 09:48:31 AM,AST,TRADE_CLIENT_EXTENSIONS_MODIFY,,,,,,,,,,,,,,,
220,04/09/2020 09:54:59 AM,AST,MARKET_ORDER,CLIENT_ORDER,NZD/CAD,,2000,Buy,,,,,,,,,,
221,04/09/2020 09:54:59 AM,AST,ORDER_FILL,MARKET_ORDER,NZD/CAD,0.84826,2000,Buy,0.3000,,,,0.00000,0.0000,,0.00000,,2060.65
222,04/09/2020 09:54:59 AM,AST,STOP_LOSS_ORDER,ON_FILL,,0.83717,,,,,,,,,,,,
223,04/09/2020 09:54:59 AM,AST,TRADE_CLIENT_EXTENSIONS_MODIFY,,,,,,,,,,,,,,,
224,04/09/2020 09:55:02 AM,AST,MARKET_ORDER,TRADE_CLOSE,NZD/CAD,,2000,Sell,,,,,,,,,,
225,04/09/2020 09:55:02 AM,AST,ORDER_FILL,MARKET_ORDER_TRADE_CLOSE,NZD/CAD,0.84802,2000,Sell,0.3000,,,,0.00000,0.0000,1,2.24000,,2062.89
226,04/09/2020 09:55:02 AM,AST,ORDER_CANCEL,LINKED_TRADE_CLOSED,,,,,,,,,,,,,,
227,04/09/2020 10:03:26 AM,AST,MARKET_ORDER,CLIENT_ORDER,NZD/CAD,,2000,Buy,,,,,,,,,,
228,04/09/2020 10:03:26 AM,AST,ORDER_FILL,MARKET_ORDER,NZD/CAD,0.84798,2000,Buy,0.4500,,,,0.00000,0.0000,,0.00000,,2062.89
229,04/09/2020 10:03:26 AM,AST,STOP_LOSS_ORDER,ON_FILL,,0.83687,,,,,,,,,,,,
230,04/09/2020 10:03:26 AM,AST,TRADE_CLIENT_EXTENSIONS_MODIFY,,,,,,,,,,,,,,,
231,04/09/2020 10:04:03 AM,AST,MARKET_ORDER,TRADE_CLOSE,NZD/CAD,,2000,Sell,,,,,,,,,,
232,04/09/2020 10:04:03 AM,AST,ORDER_FILL,MARKET_ORDER_TRADE_CLOSE,NZD/CAD,0.84811,2000,Sell,0.4400,,,,0.00000,0.0000,1,2.18000,,2065.07
233,04/09/2020 10:04:03 AM,AST,ORDER_CANCEL,LINKED_TRADE_CLOSED,,,,,,,,,,,,,,
234,04/09/2020 10:05:02 AM,AST,MARKET_ORDER,TRADE_CLOSE,NZD/CAD,,2000,Sell,,,,,,,,,,
235,04/09/2020 10:05:02 AM,AST,ORDER_FILL,MARKET_ORDER_TRADE_CLOSE,NZD/CAD,0.84841,2000,Sell,0.3700,,,,0.00000,0.0000,1,2.10000,,2067.17
236,04/09/2020 10:05:02 AM,AST,ORDER_CANCEL,LINKED_TRADE_CLOSED,,,,,,,,,,,,,,
237,04/09/2020 10:05:12 AM,AST,MARKET_ORDER,TRADE_CLOSE,NZD/CAD,,2000,Sell,,,,,,,,,,
238,04/09/2020 10:05:12 AM,AST,ORDER_FILL,MARKET_ORDER_TRADE_CLOSE,NZD/CAD,0.84900,2000,Sell,0.4300,,,,0.00000,0.0000,1,2.04000,,2069.21
239,04/09/2020 10:05:12 AM,AST,ORDER_CANCEL,LINKED_TRADE_CLOSED,,,,,,,,,,,,,,
240,04/09/2020 10:15:03 AM,AST,MARKET_ORDER,CLIENT_ORDER,NZD/CAD,,2000,Buy,,,,,,,,,,
241,04/09/2020 10:15:03 AM,AST,ORDER_FILL,MARKET_ORDER,NZD/CAD,0.84847,2000,Buy,0.4000,,,,0.00000,0.0000,,0.00000,,2069.21
242,04/09/2020 10:15:03 AM,AST,STOP_LOSS_ORDER,ON_FILL,,0.83716,,,,,,,,,,,,
243,04/09/2020 10:15:03 AM,AST,TRADE_CLIENT_EXTENSIONS_MODIFY,,,,,,,,,,,,,,,
244,04/09/2020 10:19:23 AM,AST,MARKET_ORDER,CLIENT_ORDER,NZD/CAD,,2000,Buy,,,,,,,,,,
245,04/09/2020 10:19:23 AM,AST,ORDER_FILL,MARKET_ORDER,NZD/CAD,0.84797,2000,Buy,0.3500,,,,0.00000,0.0000,,0.00000,,2069.21
246,04/09/2020 10:19:23 AM,AST,STOP_LOSS_ORDER,ON_FILL,,0.83666,,,,,,,,,,,,
247,04/09/2020 10:19:23 AM,AST,TRADE_CLIENT_EXTENSIONS_MODIFY,,,,,,,,,,,,,,,
248,04/09/2020 10:34:09 AM,AST,MARKET_ORDER,CLIENT_ORDER,NZD/CAD,,2000,Buy,,,,,,,,,,
249,04/09/2020 10:34:09 AM,AST,ORDER_FILL,MARKET_ORDER,NZD/CAD,0.84560,2000,Buy,0.4100,,,,0.00000,0.0000,,0.00000,,2069.21
250,04/09/2020 10:34:09 AM,AST,STOP_LOSS_ORDER,ON_FILL,,0.83429,,,,,,,,,,,,
251,04/09/2020 10:34:09 AM,AST,TRADE_CLIENT_EXTENSIONS_MODIFY,,,,,,,,,,,,,,,
252,04/09/2020 10:47:16 AM,AST,MARKET_ORDER,CLIENT_ORDER,NZD/CAD,,2000,Buy,,,,,,,,,,
253,04/09/2020 10:47:16 AM,AST,ORDER_FILL,MARKET_ORDER,NZD/CAD,0.84566,2000,Buy,0.4700,,,,0.00000,0.0000,,0.00000,,2069.21
254,04/09/2020 10:47:16 AM,AST,STOP_LOSS_ORDER,ON_FILL,,0.83435,,,,,,,,,,,,
255,04/09/2020 10:47:16 AM,AST,TRADE_CLIENT_EXTENSIONS_MODIFY,,,,,,,,,,,,,,,
256,04/09/2020 10:53:48 AM,AST,MARKET_ORDER,CLIENT_ORDER,NZD/CAD,,2000,Buy,,,,,,,,,,
257,04/09/2020 10:53:48 AM,AST,ORDER_FILL,MARKET_ORDER,NZD/CAD,0.84596,2000,Buy,0.3800,,,,0.00000,0.0000,,0.00000,,2069.21
258,04/09/2020 10:53:48 AM,AST,STOP_LOSS_ORDER,ON_FILL,,0.83465,,,,,,,,,,,,
259,04/09/2020 10:53:48 AM,AST,TRADE_CLIENT_EXTENSIONS_MODIFY,,,,,,,,,,,,,,,
260,04/09/2020 10:57:53 AM,AST,MARKET_ORDER,CLIENT_ORDER,NZD/CAD,,2000,Buy,,,,,,,,,,
261,04/09/2020 10:57:53 AM,AST,ORDER_FILL,MARKET_ORDER,NZD/CAD,0.84605,2000,Buy,0.4400,,,,0.00000,0.0000,,0.00000,,2069.21
262,04/09/2020 10:57:53 AM,AST,STOP_LOSS_ORDER,ON_FILL,,0.83474,,,,,,,,,,,,
263,04/09/2020 10:57:53 AM,AST,TRADE_CLIENT_EXTENSIONS_MODIFY,,,,,,,,,,,,,,,
264,04/09/2020 11:00:52 AM,AST,MARKET_ORDER,TRADE_CLOSE,NZD/CAD,,2000,Sell,,,,,,,,,,
265,04/09/2020 11:00:52 AM,AST,ORDER_FILL,MARKET_ORDER_TRADE_CLOSE,NZD/CAD,0.84661,2000,Sell,0.4500,,,,0.00000,0.0000,1,2.02000,,2071.23
266,04/09/2020 11:00:52 AM,AST,ORDER_CANCEL,LINKED_TRADE_CLOSED,,,,,,,,,,,,,,
267,04/09/2020 11:01:02 AM,AST,MARKET_ORDER,TRADE_CLOSE,NZD/CAD,,2000,Sell,,,,,,,,,,
268,04/09/2020 11:01:02 AM,AST,ORDER_FILL,MARKET_ORDER_TRADE_CLOSE,NZD/CAD,0.84677,2000,Sell,0.4400,,,,0.00000,0.0000,1,2.22000,,2073.45
269,04/09/2020 11:01:02 AM,AST,ORDER_CANCEL,LINKED_TRADE_CLOSED,,,,,,,,,,,,,,
270,04/09/2020 11:01:32 AM,AST,MARKET_ORDER,TRADE_CLOSE,NZD/CAD,,2000,Sell,,,,,,,,,,
271,04/09/2020 11:01:32 AM,AST,ORDER_FILL,MARKET_ORDER_TRADE_CLOSE,NZD/CAD,0.84704,2000,Sell,0.4500,,,,0.00000,0.0000,1,2.16000,,2075.61
272,04/09/2020 11:01:32 AM,AST,ORDER_CANCEL,LINKED_TRADE_CLOSED,,,,,,,,,,,,,,
273,04/09/2020 11:12:16 AM,AST,MARKET_ORDER,CLIENT_ORDER,NZD/CAD,,2000,Buy,,,,,,,,,,
274,04/09/2020 11:12:16 AM,AST,ORDER_FILL,MARKET_ORDER,NZD/CAD,0.84706,2000,Buy,0.4400,,,,0.00000,0.0000,,0.00000,,2075.61
275,04/09/2020 11:12:16 AM,AST,STOP_LOSS_ORDER,ON_FILL,,0.83608,,,,,,,,,,,,
276,04/09/2020 11:12:16 AM,AST,TRADE_CLIENT_EXTENSIONS_MODIFY,,,,,,,,,,,,,,,
277,04/09/2020 11:18:43 AM,AST,MARKET_ORDER,CLIENT_ORDER,NZD/CAD,,2000,Buy,,,,,,,,,,
278,04/09/2020 11:18:43 AM,AST,ORDER_FILL,MARKET_ORDER,NZD/CAD,0.84673,2000,Buy,0.4600,,,,0.00000,0.0000,,0.00000,,2075.61
279,04/09/2020 11:18:43 AM,AST,STOP_LOSS_ORDER,ON_FILL,,0.83575,,,,,,,,,,,,
280,04/09/2020 11:18:43 AM,AST,TRADE_CLIENT_EXTENSIONS_MODIFY,,,,,,,,,,,,,,,
281,04/09/2020 11:23:32 AM,AST,MARKET_ORDER,TRADE_CLOSE,NZD/CAD,,2000,Sell,,,,,,,,,,
282,04/09/2020 11:23:32 AM,AST,ORDER_FILL,MARKET_ORDER_TRADE_CLOSE,NZD/CAD,0.84708,2000,Sell,0.3800,,,,0.00000,0.0000,1,2.06000,,2077.67
283,04/09/2020 11:23:32 AM,AST,ORDER_CANCEL,LINKED_TRADE_CLOSED,,,,,,,,,,,,,,
284,04/09/2020 11:28:06 AM,AST,MARKET_ORDER,CLIENT_ORDER,NZD/CAD,,2000,Buy,,,,,,,,,,
285,04/09/2020 11:28:06 AM,AST,ORDER_FILL,MARKET_ORDER,NZD/CAD,0.84686,2000,Buy,0.3800,,,,0.00000,0.0000,,0.00000,,2077.67
286,04/09/2020 11:28:06 AM,AST,STOP_LOSS_ORDER,ON_FILL,,0.83585,,,,,,,,,,,,
287,04/09/2020 11:28:06 AM,AST,TRADE_CLIENT_EXTENSIONS_MODIFY,,,,,,,,,,,,,,,
288,04/09/2020 11:29:18 AM,AST,MARKET_ORDER,CLIENT_ORDER,NZD/CAD,,2000,Buy,,,,,,,,,,
289,04/09/2020 11:29:18 AM,AST,ORDER_FILL,MARKET_ORDER,NZD/CAD,0.84666,2000,Buy,0.4300,,,,0.00000,0.0000,,0.00000,,2077.67
290,04/09/2020 11:29:18 AM,AST,STOP_LOSS_ORDER,ON_FILL,,0.83565,,,,,,,,,,,,
291,04/09/2020 11:29:18 AM,AST,TRADE_CLIENT_EXTENSIONS_MODIFY,,,,,,,,,,,,,,,
292,04/09/2020 11:33:29 AM,AST,MARKET_ORDER,CLIENT_ORDER,NZD/CAD,,2000,Buy,,,,,,,,,,
293,04/09/2020 11:33:29 AM,AST,ORDER_FILL,MARKET_ORDER,NZD/CAD,0.84721,2000,Buy,0.4100,,,,0.00000,0.0000,,0.00000,,2077.67
294,04/09/2020 11:33:29 AM,AST,STOP_LOSS_ORDER,ON_FILL,,0.83620,,,,,,,,,,,,
295,04/09/2020 11:33:29 AM,AST,TRADE_CLIENT_EXTENSIONS_MODIFY,,,,,,,,,,,,,,,
296,04/09/2020 11:41:45 AM,AST,MARKET_ORDER,CLIENT_ORDER,NZD/CAD,,2000,Buy,,,,,,,,,,
297,04/09/2020 11:41:45 AM,AST,ORDER_FILL,MARKET_ORDER,NZD/CAD,0.84781,2000,Buy,0.4600,,,,0.00000,0.0000,,0.00000,,2077.67
298,04/09/2020 11:41:45 AM,AST,STOP_LOSS_ORDER,ON_FILL,,0.83676,,,,,,,,,,,,
299,04/09/2020 11:41:45 AM,AST,TRADE_CLIENT_EXTENSIONS_MODIFY,,,,,,,,,,,,,,,
300,04/09/2020 11:42:32 AM,AST,MARKET_ORDER,TRADE_CLOSE,NZD/CAD,,2000,Sell,,,,,,,,,,
301,04/09/2020 11:42:32 AM,AST,ORDER_FILL,MARKET_ORDER_TRADE_CLOSE,NZD/CAD,0.84783,2000,Sell,0.4700,,,,0.00000,0.0000,1,2.34000,,2080.01
302,04/09/2020 11:42:32 AM,AST,ORDER_CANCEL,LINKED_TRADE_CLOSED,,,,,,,,,,,,,,
303,04/09/2020 11:42:32 AM,AST,MARKET_ORDER,TRADE_CLOSE,NZD/CAD,,2000,Sell,,,,,,,,,,
304,04/09/2020 11:42:32 AM,AST,ORDER_FILL,MARKET_ORDER_TRADE_CLOSE,NZD/CAD,0.84783,2000,Sell,0.4700,,,,0.00000,0.0000,1,2.20000,,2082.21
305,04/09/2020 11:42:32 AM,AST,ORDER_CANCEL,LINKED_TRADE_CLOSED,,,,,,,,,,,,,,
306,04/09/2020 11:42:42 AM,AST,MARKET_ORDER,TRADE_CLOSE,NZD/CAD,,2000,Sell,,,,,,,,,,
307,04/09/2020 11:42:42 AM,AST,ORDER_FILL,MARKET_ORDER_TRADE_CLOSE,NZD/CAD,0.84787,2000,Sell,0.4600,,,,0.00000,0.0000,1,2.02000,,2084.23
308,04/09/2020 11:42:42 AM,AST,ORDER_CANCEL,LINKED_TRADE_CLOSED,,,,,,,,,,,,,,
309,04/09/2020 11:43:52 AM,AST,MARKET_ORDER,TRADE_CLOSE,NZD/CAD,,2000,Sell,,,,,,,,,,
310,04/09/2020 11:43:52 AM,AST,ORDER_FILL,MARKET_ORDER_TRADE_CLOSE,NZD/CAD,0.84817,2000,Sell,0.3900,,,,0.00000,0.0000,1,2.22000,,2086.45
311,04/09/2020 11:43:52 AM,AST,ORDER_CANCEL,LINKED_TRADE_CLOSED,,,,,,,,,,,,,,
312,04/09/2020 11:44:42 AM,AST,MARKET_ORDER,TRADE_CLOSE,NZD/CAD,,2000,Sell,,,,,,,,,,
313,04/09/2020 11:44:42 AM,AST,ORDER_FILL,MARKET_ORDER_TRADE_CLOSE,NZD/CAD,0.84825,2000,Sell,0.4000,,,,0.00000,0.0000,1,2.08000,,2088.53
314,04/09/2020 11:44:42 AM,AST,ORDER_CANCEL,LINKED_TRADE_CLOSED,,,,,,,,,,,,,,
315,04/09/2020 11:49:13 AM,AST,MARKET_ORDER,CLIENT_ORDER,NZD/CAD,,2000,Buy,,,,,,,,,,
316,04/09/2020 11:49:13 AM,AST,ORDER_FILL,MARKET_ORDER,NZD/CAD,0.84825,2000,Buy,0.3300,,,,0.00000,0.0000,,0.00000,,2088.53
317,04/09/2020 11:49:13 AM,AST,STOP_LOSS_ORDER,ON_FILL,,0.83710,,,,,,,,,,,,
318,04/09/2020 11:49:13 AM,AST,TRADE_CLIENT_EXTENSIONS_MODIFY,,,,,,,,,,,,,,,
319,04/09/2020 11:58:10 AM,AST,MARKET_ORDER,CLIENT_ORDER,NZD/CAD,,2000,Buy,,,,,,,,,,
320,04/09/2020 11:58:10 AM,AST,ORDER_FILL,MARKET_ORDER,NZD/CAD,0.84809,2000,Buy,0.3900,,,,0.00000,0.0000,,0.00000,,2088.53
321,04/09/2020 11:58:10 AM,AST,STOP_LOSS_ORDER,ON_FILL,,0.83694,,,,,,,,,,,,
322,04/09/2020 11:58:10 AM,AST,TRADE_CLIENT_EXTENSIONS_MODIFY,,,,,,,,,,,,,,,
323,04/09/2020 12:10:33 PM,AST,MARKET_ORDER,CLIENT_ORDER,NZD/CAD,,2000,Buy,,,,,,,,,,
324,04/09/2020 12:10:33 PM,AST,ORDER_FILL,MARKET_ORDER,NZD/CAD,0.84732,2000,Buy,0.4200,,,,0.00000,0.0000,,0.00000,,2088.53
325,04/09/2020 12:10:33 PM,AST,STOP_LOSS_ORDER,ON_FILL,,0.83617,,,,,,,,,,,,
326,04/09/2020 12:10:33 PM,AST,TRADE_CLIENT_EXTENSIONS_MODIFY,,,,,,,,,,,,,,,
327,04/09/2020 12:14:17 PM,AST,MARKET_ORDER,CLIENT_ORDER,NZD/CAD,,2000,Buy,,,,,,,,,,
328,04/09/2020 12:14:17 PM,AST,ORDER_FILL,MARKET_ORDER,NZD/CAD,0.84710,2000,Buy,0.4400,,,,0.00000,0.0000,,0.00000,,2088.53
329,04/09/2020 12:14:17 PM,AST,STOP_LOSS_ORDER,ON_FILL,,0.83595,,,,,,,,,,,,
330,04/09/2020 12:14:17 PM,AST,TRADE_CLIENT_EXTENSIONS_MODIFY,,,,,,,,,,,,,,,
331,04/09/2020 12:19:09 PM,AST,MARKET_ORDER,CLIENT_ORDER,NZD/CAD,,2000,Buy,,,,,,,,,,
332,04/09/2020 12:19:09 PM,AST,ORDER_FILL,MARKET_ORDER,NZD/CAD,0.84667,2000,Buy,0.3500,,,,0.00000,0.0000,,0.00000,,2088.53
333,04/09/2020 12:19:09 PM,AST,STOP_LOSS_ORDER,ON_FILL,,0.83552,,,,,,,,,,,,
334,04/09/2020 12:19:09 PM,AST,TRADE_CLIENT_EXTENSIONS_MODIFY,,,,,,,,,,,,,,,
335,04/09/2020 12:31:55 PM,AST,MARKET_ORDER,CLIENT_ORDER,NZD/CAD,,2000,Buy,,,,,,,,,,
336,04/09/2020 12:31:55 PM,AST,ORDER_FILL,MARKET_ORDER,NZD/CAD,0.84631,2000,Buy,0.4200,,,,0.00000,0.0000,,0.00000,,2088.53
337,04/09/2020 12:31:55 PM,AST,STOP_LOSS_ORDER,ON_FILL,,0.83516,,,,,,,,,,,,
338,04/09/2020 12:31:55 PM,AST,TRADE_CLIENT_EXTENSIONS_MODIFY,,,,,,,,,,,,,,,
339,04/09/2020 12:43:58 PM,AST,MARKET_ORDER,CLIENT_ORDER,NZD/CAD,,2000,Buy,,,,,,,,,,
340,04/09/2020 12:43:58 PM,AST,ORDER_FILL,MARKET_ORDER,NZD/CAD,0.84576,2000,Buy,0.3800,,,,0.00000,0.0000,,0.00000,,2088.53
341,04/09/2020 12:43:58 PM,AST,STOP_LOSS_ORDER,ON_FILL,,0.83456,,,,,,,,,,,,
342,04/09/2020 12:43:58 PM,AST,TRADE_CLIENT_EXTENSIONS_MODIFY,,,,,,,,,,,,,,,
343,04/09/2020 12:53:03 PM,AST,MARKET_ORDER,CLIENT_ORDER,NZD/CAD,,2000,Buy,,,,,,,,,,
344,04/09/2020 12:53:03 PM,AST,ORDER_FILL,MARKET_ORDER,NZD/CAD,0.84658,2000,Buy,0.4300,,,,0.00000,0.0000,,0.00000,,2088.53
